A,CA,CV,DD,DP,FC,FD,FF,FS,FT,G,GC,GS,I,PE,PP,RB,SG,PNT,price,proGoals,consGoals,realScore
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,3.0,83.82,63.09,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,3.0,86.91,65.55,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.0,26.37,32.85,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.0,29.19,35.42,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,1.0,31.59,36.71,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.88,1.0,34.40,40.18,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.97,1.0,35.60,46.04,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.98,1.0,36.80,47.02,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.99,1.0,37.40,49.51,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,37.85,52.88,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,38.92,53.44,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,43.23,59.36,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,44.62,61.68,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,49.31,62.84,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,51.65,66.42,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,54.91,72.10,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,55.46,75.05,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,55.86,80.26,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,55.93,82.13,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.0,55.97,85.07,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,1.0,25.93,57.40,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,1.0,27.96,59.70,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.97,1.0,33.50,61.71,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.0,19.18,34.20,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,6.0,19.59,36.10,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,6.0,23.80,37.05,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.25,6.0,26.95,37.76,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.62,6.0,30.47,37.88,0.0
0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.41,4.5,35.12,38.97,0.0
0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.70,4.45,38.56,39.49,0.5
0.00,1.00,0.00,0.00,0.00,1.98,0.00,0.00,5.69,0.00,0.00,0.00,0.00,0.00,7.50,0.00,3.75,0.00,8.76,5.0,51.64,52.23,4.7
0.00,1.75,0.00,0.00,0.00,2.00,0.00,0.00,5.92,0.00,0.00,0.00,0.00,0.00,9.38,0.00,3.94,1.50,9.69,5.0,63.41,53.56,0.0
0.00,1.88,0.00,0.00,0.00,2.00,0.00,0.00,5.96,0.00,0.00,0.00,0.00,0.00,9.69,0.00,3.97,1.75,9.84,4.65,66.71,53.78,2.0
0.00,2.97,0.00,0.00,0.00,4.50,0.00,0.00,10.99,0.00,0.00,0.00,0.00,0.00,14.92,0.00,7.49,1.94,9.10,4.31,73.18,57.44,0.0
0.00,3.48,0.00,0.00,0.00,5.25,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,17.46,0.00,8.75,1.97,8.86,4.31,76.59,58.72,0.0
0.00,3.74,0.00,0.00,0.00,5.62,0.00,0.00,13.25,0.00,0.00,0.00,0.00,0.00,18.73,0.00,9.37,1.98,8.74,4.54,79.29,60.36,2.0
0.00,3.87,0.00,0.00,0.00,8.81,0.00,0.00,14.62,0.00,0.00,0.00,0.00,0.00,19.37,0.00,11.69,1.99,8.91,4.54,81.65,62.18,0.0
0.00,3.97,0.00,0.00,0.00,11.20,0.00,1.00,20.66,0.00,0.00,0.00,0.00,0.00,21.84,0.00,14.42,2.00,9.40,4.64,86.91,65.55,2.3
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.47,0.00,0.00,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.47,3.47,3.00,1.00,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.21,5.36,5.50,3.50,8.4
1.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,3.00,0.00,7.96,5.7,7.75,5.75,5.0
1.75,0.00,0.00,0.00,0.00,5.50,0.00,0.00,3.75,0.00,0.00,0.00,0.00,0.00,7.50,0.00,5.25,1.50,9.41,4.41,10.94,9.44,-0.9
1.88,1.00,0.00,0.00,0.00,8.75,0.00,0.00,7.88,0.00,0.00,0.00,0.00,0.00,12.75,0.00,6.62,1.75,9.12,6.8,13.47,13.72,10.5
2.94,1.50,0.00,0.00,0.00,11.38,0.00,0.00,11.94,0.00,0.00,0.00,0.00,0.00,20.38,0.00,8.31,2.88,11.36,4.16,17.73,15.86,-4.9
3.47,2.75,0.00,0.00,0.00,18.69,0.00,0.00,15.97,0.00,0.00,0.00,0.00,0.00,27.19,0.00,9.16,3.44,9.84,4.16,19.87,17.93,0.0
3.73,3.38,0.00,0.00,0.00,22.34,0.00,0.00,17.98,0.00,0.00,0.00,0.00,0.00,30.59,0.00,9.58,3.72,9.08,5.59,20.93,20.96,4.7
3.87,4.69,0.00,0.00,0.00,24.17,0.00,0.00,19.99,0.00,0.00,0.00,0.00,0.00,33.30,0.00,10.79,4.86,10.13,5.59,22.47,22.48,0.0
3.93,5.34,0.00,0.00,0.00,25.09,0.00,0.00,21.00,0.00,0.00,0.00,0.00,0.00,34.65,0.00,11.39,5.43,10.65,5.52,27.23,23.24,3.7
3.98,5.84,0.00,0.00,0.00,25.77,0.00,0.00,23.25,0.00,0.00,0.00,0.00,0.00,44.66,0.00,11.85,7.36,10.94,5.52,33.81,23.81,0.0
3.99,5.92,0.00,0.00,0.00,25.89,0.00,0.00,23.62,0.00,0.00,0.00,0.00,0.00,46.33,0.00,11.92,7.68,10.99,5.91,35.90,25.91,5.0
4.00,5.96,0.00,0.00,0.00,25.94,0.00,0.00,23.81,0.00,0.00,0.00,0.00,0.00,47.17,0.00,11.96,8.84,11.41,5.4,37.95,26.95,1.7
4.00,5.98,0.00,0.00,0.00,27.97,1.00,2.00,24.91,0.00,0.00,0.00,0.00,0.00,49.58,0.00,11.98,9.42,11.10,6.62,39.98,29.48,8.0
4.00,6.00,0.00,0.00,0.00,31.50,1.88,3.75,27.61,0.00,0.00,0.00,0.00,0.00,51.70,0.00,15.50,11.68,12.97,6.62,45.00,34.18,0.0
4.00,6.00,0.00,0.00,0.00,31.75,1.94,3.88,27.81,0.00,0.00,0.00,0.00,0.00,51.85,0.00,15.75,11.84,13.11,5.29,46.50,36.09,-0.3
4.00,6.00,0.00,0.00,0.00,31.87,1.97,3.94,27.90,0.00,0.00,0.00,0.00,0.00,52.92,0.00,15.87,11.92,11.84,5.5,51.25,38.05,0.9
4.00,6.00,0.00,0.00,0.00,31.94,1.98,4.97,29.95,0.00,0.00,0.00,0.00,0.00,56.46,0.00,15.94,11.96,11.42,5.84,54.62,40.02,2.9
4.00,6.00,0.00,0.00,0.00,33.97,1.99,5.48,30.98,0.00,0.00,0.00,0.00,0.00,60.23,0.00,18.97,11.98,11.55,5.47,58.31,42.01,0.8
4.00,6.00,0.00,0.00,0.00,39.99,2.00,7.37,32.74,0.00,0.00,0.00,0.00,1.00,65.06,0.00,24.74,11.99,11.29,4.82,64.08,48.50,-2.9
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.57,26.82,49.03,6.1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,1.50,1.50,5.35,3.57,29.21,56.76,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,1.75,1.75,6.25,3.57,30.60,60.38,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.88,0.00,0.00,0.00,0.00,0.00,0.00,7.50,0.00,1.88,1.88,6.69,3.57,31.30,66.19,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.94,0.00,0.00,0.00,0.00,0.00,0.00,7.75,0.00,1.94,1.94,6.92,3.57,31.65,72.09,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.97,0.00,0.00,0.00,0.00,0.00,0.00,7.88,0.00,1.97,1.97,7.03,3.57,31.83,76.05,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.00,7.94,0.00,1.98,1.98,7.08,3.57,31.91,78.02,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,7.99,0.00,2.00,2.00,7.13,3.57,34.74,79.75,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,2.00,2.00,7.14,3.57,35.37,81.88,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,2.00,2.00,7.14,3.57,38.68,86.94,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,2.00,2.00,7.14,3.57,41.17,94.73,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,2.00,2.00,7.14,3.57,42.59,96.37,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,2.00,2.00,7.14,3.57,46.65,101.59,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,2.00,2.00,7.14,3.57,48.32,103.80,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,2.00,2.00,7.14,3.57,51.16,106.90,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,2.00,2.00,7.14,3.57,52.58,108.45,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,2.00,2.00,7.14,3.57,55.15,115.61,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,2.00,2.00,7.14,3.57,55.57,117.81,0.0
0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,1.50,0.00,3.96,2.64,33.93,42.87,0.0
0.00,0.00,0.00,0.00,0.00,1.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,0.00,1.75,0.00,4.62,2.64,35.96,44.44,0.0
0.00,0.00,0.00,0.00,0.00,1.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.88,0.00,1.88,0.00,4.95,2.64,36.98,46.22,0.0
0.00,0.00,0.00,0.00,0.00,1.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.94,0.00,1.94,0.00,5.12,2.64,37.49,49.11,0.0
0.00,0.00,0.00,0.00,0.00,1.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.97,0.00,1.97,0.00,5.20,4.01,34.75,52.55,8.1
0.00,0.00,0.00,0.00,0.00,1.98,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,4.98,0.00,3.98,1.00,6.61,4.01,35.37,54.28,0.0
0.00,0.00,0.00,0.00,0.00,1.99,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,6.49,0.00,4.99,1.50,7.31,4.01,35.69,56.14,0.0
0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,3.50,0.00,0.00,0.00,0.00,0.00,7.25,0.00,5.50,1.75,7.67,2.88,36.84,58.07,0.0
0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,3.75,0.00,0.00,0.00,0.00,0.00,7.62,0.00,5.75,1.88,6.71,2.88,38.42,61.03,0.0
0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,3.88,0.00,0.00,0.00,0.00,0.00,7.81,0.00,5.87,1.94,6.24,2.88,39.21,62.52,0.0
0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,3.97,0.00,0.00,0.00,0.00,0.00,7.95,0.00,5.97,1.98,5.88,4.11,44.80,66.63,7.1
0.00,0.00,0.00,0.00,0.00,3.00,1.00,1.00,3.98,0.00,0.00,0.00,0.00,0.00,10.98,0.00,6.98,2.99,7.05,4.11,47.40,67.31,0.0
0.00,0.00,0.00,0.00,0.00,3.50,1.50,1.50,3.99,0.00,0.00,0.00,0.00,0.00,12.49,0.00,7.49,3.50,7.63,4.11,49.70,69.66,0.0
0.00,0.00,0.00,0.00,0.00,3.75,1.75,1.75,4.00,0.00,0.00,0.00,0.00,0.00,13.24,0.00,7.75,3.75,7.93,4.11,51.85,70.83,0.0
0.00,0.00,0.00,0.00,0.00,3.87,1.88,1.88,4.00,0.00,0.00,0.00,0.00,0.00,13.62,0.00,7.87,3.87,8.07,3.23,54.93,73.41,0.9
0.00,0.00,0.00,0.00,0.00,4.97,4.47,1.97,5.00,0.00,0.00,0.00,0.00,0.00,15.41,0.00,10.97,3.97,7.77,4.13,60.23,77.85,4.9
0.00,0.00,0.00,0.00,0.00,7.48,5.23,1.98,6.50,0.00,0.00,0.00,0.00,1.00,17.70,0.00,13.48,4.98,8.02,4.13,63.12,78.93,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.0,0.00,0.00,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.0,3.00,2.00,0.0
0.00,1.50,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,7.75,1.75,9.23,4.86,11.31,11.00,0.0
0.00,1.75,0.00,0.00,0.00,5.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,0.00,8.88,1.88,9.48,4.86,14.66,13.50,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.0,46.00,29.37,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.0,48.00,29.68,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,2.0,52.00,29.84,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.88,2.0,58.00,29.96,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.94,2.0,61.00,30.98,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.97,2.0,64.50,31.49,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.98,2.0,67.25,31.75,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.99,2.0,69.63,32.87,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.0,71.81,33.44,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.0,75.91,34.72,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.0,83.98,35.68,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.0,87.99,36.84,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.0,90.99,38.42,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.0,95.50,41.21,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.0,98.75,43.60,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.0,116.17,47.60,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.0,31.86,41.74,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.0,33.93,42.87,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.75,2.0,36.98,46.22,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.88,2.0,37.49,49.11,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.94,2.0,34.75,52.55,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.97,2.0,35.37,54.28,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.98,2.0,35.69,56.14,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.99,2.0,36.84,58.07,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.0,38.42,61.03,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.0,41.61,65.26,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.0,49.70,69.66,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.0,54.93,73.41,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.0,60.23,77.85,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.0,63.12,78.93,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.0,64.56,80.46,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.0,17.46,47.72,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,5.42,3.92,19.36,51.93,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.50,0.00,6.63,3.92,18.68,53.96,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.25,0.00,7.23,3.92,19.34,55.98,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.62,0.00,7.54,3.92,19.67,58.99,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.81,0.00,7.69,3.92,19.84,62.50,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.95,0.00,7.80,3.92,20.96,70.62,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.98,0.00,7.82,3.92,21.48,76.31,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.99,0.00,7.83,3.92,21.74,81.16,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,7.84,3.92,21.93,93.79,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,7.84,3.92,22.97,97.89,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,7.84,3.92,24.48,99.95,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,7.84,3.92,25.24,101.97,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,7.84,3.92,26.62,103.99,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,7.84,3.92,27.31,105.99,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.0,0.00,4.00,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.50,3.0,2.00,7.00,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.25,3.0,3.00,9.50,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.62,3.0,3.50,11.75,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.81,3.0,6.75,13.88,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.95,3.0,10.69,18.97,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.99,3.0,13.84,24.87,0.0
